adult,belongs_to_collection,budget,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,languages,day_of_week,month,season,year,has_homepage,genre,companies,countries
False,not available,0,it,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",1.361286,1994-01-01,0.0,116.0,not available,Lamerica,7.7,11.0,"['shqip', 'Italiano']",Saturday,Jan,Q1,1994,NO,"['Drama', 'Foreign']",[],"['Italy', 'France', 'Switzerland']"
False,not available,0,en,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",5.982764,1995-09-29,0.0,100.0,The biggest kick of the year!,The Big Green,5.2,41.0,"['English', 'Deutsch']",Friday,Sep,Q3,1995,NO,"['Action', 'Adventure', 'Comedy', 'Family']","['Walt Disney Pictures', 'Caravan Pictures']",['United States of America']
False,not available,0,en,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",4.093443,1995-05-19,0.0,115.0,The toughest act to follow was their dreams.,Georgia,6.1,15.0,['English'],Friday,May,Q2,1995,NO,['Drama'],"['Miramax Films', 'CiBy 2000']","['France', 'United States of America']"
False,not available,0,en,Kids of the Round Table,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",0.307075,1997-07-08,0.0,89.0,not available,Kids of the Round Table,3.0,1.0,['English'],Tuesday,Jul,Q3,1997,NO,[],"['Telefilm Canada', 'Melenny Productions']",[]
False,not available,0,en,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",8.416802,1995-11-02,17519169.0,103.0,We'll do it every year..until we get it right,Home for the Holidays,6.3,39.0,"['English', 'Español']",Thursday,Nov,Q4,1995,NO,"['Comedy', 'Drama', 'Romance']","['Paramount Pictures', 'Egg Pictures', 'PolyGram Filmed Entertainment']",['United States of America']
False,not available,0,it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,10.168437,1994-09-22,0.0,108.0,not available,The Postman,7.6,181.0,"['Italiano', 'Español']",Thursday,Sep,Q3,1994,NO,"['Comedy', 'Drama', 'Romance']",[],"['Belgium', 'France', 'Italy']"
False,not available,0,fr,Le confessionnal,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",0.120789,1995-09-29,0.0,100.0,not available,The Confessional,6.5,2.0,"['English', 'Français']",Friday,Sep,Q3,1995,NO,"['Thriller', 'Drama', 'Mystery']",[],['Canada']
False,not available,45000000,en,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,10.673296,1995-07-14,0.0,96.0,not available,The Indian in the Cupboard,5.9,136.0,['English'],Friday,Jul,Q3,1995,NO,"['Adventure', 'Family', 'Fantasy']","['Paramount Pictures', 'Columbia Pictures Corporation', 'The Kennedy/Marshall Company']",['United States of America']
False,not available,20000000,en,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",4.733526,1996-01-12,0.0,101.0,What do you do when justice fails?,Eye for an Eye,5.8,65.0,"['English', 'Français', '한국어/조선말', 'Español']",Friday,Jan,Q1,1996,NO,"['Drama', 'Thriller']",['Paramount Pictures'],['United States of America']
False,not available,0,en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",7.137117,1995-12-29,106269971.0,137.0,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,6.9,115.0,['English'],Friday,Dec,Q4,1995,NO,"['Music', 'Drama', 'Family']","['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",['United States of America']
False,not available,0,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",11.700115,1996-01-12,0.0,89.0,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,"['English', 'Español']",Friday,Jan,Q1,1996,NO,['Comedy'],"['Miramax Films', 'Island Pictures', 'Ivory Way Productions']",['United States of America']
False,not available,0,en,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",2.174487,1996-01-12,0.0,96.0,"A new comedy about love, laughter, and larceny",Two If by Sea,4.5,14.0,['English'],Friday,Jan,Q1,1996,NO,"['Comedy', 'Romance']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
False,not available,15000000,en,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",6.387469,1996-01-12,0.0,88.0,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,Bio-Dome,4.4,110.0,"['English', 'Pусский']",Friday,Jan,Q1,1996,NO,['Comedy'],"['Metro-Goldwyn-Mayer (MGM)', 'Motion Picture Corporation of America (MPCA)', '3 Arts Entertainment', 'Weasel Productions']",['United States of America']
False,The Lawnmower Man Collection,0,en,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",2.49535,1996-01-12,2409225.0,92.0,"God made him simple. Science made him a god. Now, he wants revenge.",Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,"['English', 'Magyar']",Friday,Jan,Q1,1996,NO,"['Action', 'Science Fiction']",['New Line Cinema'],['United States of America']
False,not available,0,en,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",4.046208,1995-10-22,0.0,85.0,You're never too old to believe in a dream. Or too young to make one come true!,Two Bits,5.4,11.0,['English'],Sunday,Oct,Q4,1995,NO,"['Drama', 'Family']",['Miramax Films'],['United States of America']
False,not available,0,fr,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",2.518051,1995-02-08,0.0,95.0,not available,French Twist,6.0,43.0,"['Français', 'Español']",Wednesday,Feb,Q1,1995,NO,"['Comedy', 'Romance']","['Renn Productions', 'Les Films Flam', 'TF1 Films Production', 'Canal+']",['France']
False,Friday Collection,3500000,en,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",14.56965,1995-04-26,28215918.0,91.0,A lot can go down between thursday and saturday...,Friday,7.0,513.0,['English'],Wednesday,Apr,Q2,1995,YES,['Comedy'],['New Line Cinema'],['United States of America']
False,From Dusk Till Dawn Collection,19000000,en,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",15.339153,1996-01-19,25836616.0,108.0,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644.0,"['English', 'Español']",Friday,Jan,Q1,1996,YES,"['Horror', 'Action', 'Thriller', 'Crime']","['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",['United States of America']
False,not available,50000000,en,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",5.912223,1995-11-03,11534477.0,91.0,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,Fair Game,4.1,54.0,"['English', 'Español']",Friday,Nov,Q4,1995,NO,"['Action', 'Thriller', 'Romance']","['Silver Pictures', 'Warner Bros.']",['United States of America']
False,not available,0,en,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",3.367276,1995-10-06,718490.0,96.0,Anxiety loves company.,Kicking and Screaming,7.0,36.0,['English'],Friday,Oct,Q4,1995,NO,"['Comedy', 'Drama', 'Romance']","['Castleberg Productions', 'Sandollar Productions']",['United States of America']
